63

0   V0, pass 1,  phi<0.01
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   0      0       0  2     6    0.00   31.39  0.0000  0.0100   26.46  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.010420   0.5381   0.0217   0.1078   0.0211   0.1078
 19 3 1   0.009930   0.3811   0.0143   0.3376   0.0143   0.3376
 20 3 2   0.010810   0.3012   0.0156   0.1200   0.0156   0.1200
 21 3 3   0.013510   0.3453   0.0217   0.1269   0.0217   0.1269
 22 4 0   0.003210   0.1081   0.0383   0.0918   0.0383   0.0928
 23 4 1   0.002430   0.0999   0.0394   0.0933   0.0394   0.0933
 24 4 2   0.002740   0.1050   0.0406   0.0939   0.0406   0.0939
 25 4 3   0.002060   0.1022   0.0372   0.0919   0.0372   0.0919
 26 4 4   0.001650   0.0951   0.0368   0.0925   0.0368   0.0925
 27 4 5   0.000970   0.0995   0.0357   0.0921   0.0357   0.0921
 28 5 0   0.003210   0.0984   0.0456   0.0953   0.0456   0.0953
 29 5 1   0.003180   0.0951   0.0371   0.0928   0.0371   0.0948
 30 5 2   0.002300   0.1179   0.0458   0.0970   0.0458   0.0970
 31 5 3   0.001850   0.1081   0.0342   0.0975   0.0342   0.0975
 32 5 4   0.001330   0.0991   0.0316   0.0948   0.0316   0.0948
 33 5 5   0.000860   0.0887   0.0252   0.0908   0.0252   0.0908
 34 6 0   0.024450   1.0641   0.0938   1.0149   0.0938   1.0149
 35 6 1   0.030710   1.2100   0.0703   1.0158   0.0683   0.9633
 36 7 0   0.011730   0.9415   0.4782   0.5931   0.4782   0.6796
 37 7 1   0.008340   0.8910   1.0300   0.6416   1.0300   0.8018
 38 7 2   0.006770   0.7493   0.7085   0.6251   0.7085   0.6251
 39 7 3   0.005110   0.8197   0.5882   0.6824   0.5882   0.6824
 40 7 4   0.003320   0.5651   0.2657   0.4705   0.1227   0.4705
 41 7 5   0.005900   0.9206   0.4332   0.8548   0.4332   0.8548
 42 8 0   0.010460   0.9704   0.6622   0.7867   0.6327   0.7867
 43 8 1   0.007630   0.6911   0.2821   0.3427   0.3611   0.5536
 44 8 2   0.007060   0.9192   0.5845   0.8086   0.5650   0.8086
 45 8 3   0.004410   0.7606   0.4833   0.6785   0.4833   0.6785
 46 8 4   0.003370   0.8366   0.4851   0.7419   0.4851   0.7625
 47 8 5   0.005070   0.9536   0.3738   0.9354   0.3946   0.9354

4  V0,  phi<0.05, pass 1
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   0      0       0  8     6    0.00   30.60  0.0400  0.0500   26.73  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.007730   0.1597   0.0940   0.1643   0.0940   0.1643
  3 0 3   0.009800   0.2058   0.1821   0.2387   0.1821   0.2387
  4 1 0   0.008790   0.0751   0.1280   0.0672   0.1280   0.0644
  5 1 1   0.004020   0.0472   0.0575   0.0470   0.0575   0.0470
  6 1 2   0.004380   0.0453   0.0663   0.0433   0.0663   0.0433
  7 1 3   0.003850   0.7410   0.0649   0.0552   0.0649   0.0552
  8 1 4   0.002760   0.2443   0.0423   0.0425   0.0423   0.0425
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.007810   0.0794   0.1006   0.0724   0.1068   0.0739
 12 2 1   0.003820   0.0836   0.0577   0.0466   0.0577   0.0466
 13 2 2   0.003880   0.5729   0.0568   0.0409   0.0568   0.0409
 14 2 3   0.003830   0.0349   0.0571   0.0393   0.0571   0.0393
 15 2 4   0.000890   0.0901   0.0172   0.0340   0.0172   0.0340
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.012300   0.7410   0.4598   0.8262   0.2585   0.8525
 19 3 1   0.012610   0.5106   0.3761   0.4914   0.3761   0.4914
 20 3 2   0.017350   0.5805   0.6541   0.6989   0.6541   0.6989
 21 3 3   0.020960   0.8066   1.2365   0.7420   1.2365   0.7420
 22 4 0   0.017940   1.5577   0.4467   0.7776   0.5012   0.8857
 23 4 1   0.021790   1.7905   0.3743   0.4898   0.6371   0.4898
 24 4 2   0.017000   0.7076   0.3304   0.6777   0.5278   0.6777
 25 4 3   0.006890   1.9296   0.3007   0.7223   0.3007   0.7223
 26 4 4   0.012820   3.2438   0.3131   1.1266   0.3131   1.1266
 27 4 5   0.009880   3.3286   0.3485   1.0187   0.3485   1.0187
 28 5 0   0.022510   0.3347   0.8543   0.5129   0.7041   0.5129
 29 5 1   0.020700   0.5660   0.3788   0.7871   0.7015   0.7871
 30 5 2   0.016950   0.7328   0.2972   0.5782   0.6320   0.5782
 31 5 3   0.008120   1.6117   0.2890   0.9665   0.2890   0.9665
 32 5 4   0.011810   2.5746   0.3393   1.3433   0.3393   1.3433
 33 5 5   0.009310   2.9904   0.4578   1.1162   0.4578   1.1162
 34 6 0   0.027190   1.9322   4.1569   1.5419   4.1569   1.5419
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.025440   1.5793   2.1742   2.3890   1.5932   2.3890
 37 7 1   0.037130   1.9632   1.8589   2.4375   1.8589   2.8211
 38 7 2   0.032060   1.9233   1.3155   2.1627   1.5666   2.7161
 39 7 3   0.030930   2.1930   1.2586   3.1553   1.2996   3.1553
 40 7 4   0.039070   3.1344   1.2170   4.2111   1.7315   4.9278
 41 7 5   0.040630   3.9040   1.4387   4.5685   1.5255   5.3972
 42 8 0   0.031820   1.5462   2.1192   2.5108   2.9141   2.5108
 43 8 1   0.038810   1.9396   1.5916   2.6451   2.1031   2.6765
 44 8 2   0.031340   2.1876   1.4394   2.9403   1.4394   3.4217
 45 8 3   0.040690   3.5698   1.2821   4.3823   1.1863   5.5549
 46 8 4   0.042050   3.3219   1.3481   4.2953   1.3580   4.7286
 47 8 5   0.035700   4.2720   2.0912   4.0542   0.6616   4.7174
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.004420   1.0777   0.0054   0.0187   0.0054   0.0187
  1 0 1   0.003830   0.5491   0.0046   0.0206   0.0046   0.0206
  2 0 2   0.003520   0.3219   0.0050   0.0134   0.0050   0.0134
  3 0 3   0.003210   0.2243   0.0125   0.0309   0.0125   0.0309
  4 1 0   0.001720   0.0374   0.0046   0.0031   0.0046   0.0031
  5 1 1   0.001580   0.0256   0.0052   0.0027   0.0052   0.0027
  6 1 2   0.001380   0.0166   0.0050   0.0024   0.0050   0.0024
  7 1 3   0.001100   0.0109   0.0051   0.0022   0.0051   0.0022
  8 1 4   0.000990   0.0070   0.0043   0.0022   0.0043   0.0022
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.001650   0.0294   0.0058   0.0029   0.0058   0.0029
 12 2 1   0.001610   0.0233   0.0042   0.0016   0.0042   0.0016
 13 2 2   0.001280   0.0179   0.0048   0.0025   0.0048   0.0025
 14 2 3   0.001110   0.0112   0.0045   0.0020   0.0045   0.0020
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.012820   0.5046   0.0179   0.1092   0.0179   0.1092
 19 3 1   0.013680   0.3817   0.0264   0.1929   0.0264   0.1929
 20 3 2   0.014470   0.5378   0.1072   0.1163   0.1072   0.1163
 21 3 3   0.028280   0.8156   0.0444   0.1113   0.0444   0.1113
 22 4 0   0.004090   0.1116   0.0502   0.0922   0.0502   0.0957
 23 4 1   0.003140   0.1209   0.0503   0.0962   0.0503   0.0962
 24 4 2   0.002370   0.1083   0.0488   0.0899   0.0488   0.0945
 25 4 3   0.001880   0.0983   0.0475   0.0980   0.0475   0.0980
 26 4 4   0.001510   0.0875   0.0472   0.0838   0.0472   0.0838
 27 4 5   0.001230   0.0882   0.0373   0.0826   0.0373   0.0826
 28 5 0   0.003850   0.1206   0.0455   0.0933   0.1125   0.0933
 29 5 1   0.003230   0.1137   0.0469   0.0932   0.0469   0.0932
 30 5 2   0.003080   0.1042   0.0416   0.0893   0.0416   0.0913
 31 5 3   0.001830   0.1009   0.0453   0.0950   0.0453   0.0950
 32 5 4   0.001600   0.1008   0.0349   0.0934   0.0349   0.0934
 33 5 5   0.001030   0.0961   0.0365   0.0940   0.0365   0.0940
 34 6 0   0.035540   2.2013   0.0591   0.9565   0.0591   0.9565
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.013740   0.9717   0.7618   0.4451   0.7099   0.6636
 37 7 1   0.010730   0.7989   0.8262   0.5251   0.3577   0.5251
 38 7 2   0.008240   0.8087   0.7165   0.5639   0.7165   0.1226
 39 7 3   0.006370   0.8571   0.8688   0.6161   0.8688   0.1907
 40 7 4   0.004830   0.8464   0.7233   0.6332   0.7233   0.1552
 41 7 5   0.002680   0.7955   0.5235   0.7079   0.3773   0.7079
 42 8 0   0.013340   0.9644   0.7774   0.5803   0.7774   0.5803
 43 8 1   0.010460   0.8426   0.8304   0.4885   0.8234   0.6796
 44 8 2   0.007200   0.7401   0.7749   0.5245   0.4504   0.5245
 45 8 3   0.005480   0.6439   0.5441   0.3158   0.5441   0.1588
 46 8 4   0.003710   0.8507   0.6004   0.7451   0.6004   0.3899
 47 8 5   0.001860   0.9403   0.3898   0.8806   0.4354   0.8806

5  V1,  phi<0.01, pass 1
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   4  5 -1    0   0   1  1   0      0       0  2     6    0.00    9.27  0.0000  0.0100    0.52  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.007070   0.5866   0.0234   0.5110   0.0234   0.5110
  1 0 1   0.002370   0.1526   0.0143   0.1097   0.0143   0.1097
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.003350   0.0224   0.0207   0.0150   0.0207   0.0150
  7 1 3   0.005290   0.0241   0.0369   0.0224   0.0369   0.0224
  8 1 4   0.004490   0.0210   0.0387   0.0214   0.0367   0.0214
  9 1 5   0.006550   0.0823   0.0461   0.0275   0.0511   0.0275
 10 1 6   0.005420   1.9812   0.0472   0.0353   0.0472   0.0353
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.001140   0.0711   0.0256   0.0769   0.0266   0.0769
 24 4 2   0.009400   0.1643   0.1964   0.1556   0.2034   0.1586
 25 4 3   0.012260   0.7493   0.1724   0.2174   0.1944   0.2194
 26 4 4   0.012640   0.5077   0.3088   0.4070   0.3128   0.4040
 27 4 5   0.009380   0.6903   0.7887   0.5783   0.7887   0.5763
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.003020   1.2497   0.0042   0.0307   0.0052   0.0307
  1 0 1   0.001340   0.1746   0.0017   0.0072   0.0017   0.0072
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.001940   0.0269   0.0047   0.0043   0.0047   0.0043
  5 1 1   0.001660   0.0225   0.0047   0.0038   0.0047   0.0038
  6 1 2   0.001650   0.0188   0.0066   0.0049   0.0066   0.0049
  7 1 3   0.001310   0.0133   0.0065   0.0048   0.0065   0.0048
  8 1 4   0.001270   0.0113   0.0049   0.0045   0.0049   0.0045
  9 1 5   0.001140   0.0072   0.0050   0.0046   0.0050   0.0046
 10 1 6   0.001020   0.0094   0.0052   0.0049   0.0052   0.0049
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000460   0.0650   0.0056   0.0588   0.0056   0.0628
 24 4 2   0.000640   0.0776   0.0132   0.0766   0.0132   0.0766
 25 4 3   0.000590   0.1125   0.0169   0.1110   0.0169   0.1110
 26 4 4   0.000600   0.1141   0.0226   0.1141   0.0226   0.1141
 27 4 5   0.000710   0.1146   0.0154   0.1136   0.0164   0.1136
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000

6  V1,  phi<0.02, pass 1
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   4  5 -1    0   0   1  1   0      0       0  2     6    3.01    8.98  0.0100  0.0200    0.55  0.067  0.079
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.010920   1.0251   0.0443   0.8929   0.0493   0.8929
  1 0 1   0.003560   0.2599   0.0215   0.1966   0.0215   0.1966
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.007230   0.0309   0.0388   0.0320   0.0388   0.0320
  7 1 3   0.006080   0.0429   0.0519   0.0428   0.0519   0.0428
  8 1 4   0.005690   0.0421   0.0641   0.0418   0.0641   0.0418
  9 1 5   0.008300   0.2684   0.0902   0.0610   0.0902   0.0610
 10 1 6   0.007000   1.9517   0.0725   0.0517   0.0725   0.0517
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.009370   0.1094   0.1911   0.0978   0.1911   0.0978
 24 4 2   0.022140   0.5635   0.3678   0.2342   0.4158   0.3305
 25 4 3   0.021170   0.9278   0.2668   0.2932   0.6024   0.4676
 26 4 4   0.015160   1.1174   0.7005   0.6078   0.7614   0.5501
 27 4 5   0.018120   2.1027   1.1241   0.7741   0.9763   1.4436
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.004880   1.0860   0.0045   0.0389   0.0094   0.0389
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.002260   0.0297   0.0059   0.0047   0.0059   0.0047
  5 1 1   0.001920   0.0239   0.0100   0.0040   0.0100   0.0040
  6 1 2   0.001600   0.0197   0.0050   0.0041   0.0050   0.0041
  7 1 3   0.001540   0.0152   0.0102   0.0047   0.0102   0.0047
  8 1 4   0.001380   0.0126   0.0056   0.0102   0.0056   0.0102
  9 1 5   0.001230   0.0102   0.0049   0.0044   0.0049   0.0044
 10 1 6   0.001080   0.0092   0.0056   0.0041   0.0056   0.0041
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000640   0.0822   0.0077   0.0764   0.0077   0.0764
 24 4 2   0.000880   0.0937   0.0167   0.0917   0.0187   0.0938
 25 4 3   0.000720   0.1121   0.0343   0.1085   0.0343   0.1095
 26 4 4   0.001220   0.1000   0.0334   0.0973   0.0334   0.0993
 27 4 5   0.001210   0.1007   0.0232   0.0979   0.0232   0.0979
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
